title,category,salary_usd,location,experience_level,employment_type,work_setting,skills,source
Data Analyst,Data Science,9000.0,Bengaluru,4-7 Yrs,Full-time,,"Data Analysis,Business Research,MIS,Market Analysis,SQL,Research,Data,Analysis",naukri
Data Analyst (Predictive),Data Science,,Hybrid - Bengaluru,2-4 Yrs,Full-time,,"Predictive Modeling,Statistical Modeling,Regression,Machine Learning Algorithms,Python,Xgboost,Linear Regression,Classification",naukri
Data Analyst,Data Science,,Bengaluru,1-2 Yrs,Full-time,,"Business objects,SAS,Process improvement,XML,Javascript,Data collection,Manager Quality Control,SPSS",naukri
Data Analyst - Data Governance Enablement & Control,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"Data analysis,Change management,Networking,Data management,Data quality,Information management,Continuous improvement,Analytics",naukri
"Data Analyst, SEO (India)",Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Hospitality,Data analysis,Manager Quality Assurance,Publishing,Link building,SEO,microsoft,IT operations",naukri
Data Analyst,Data Science,,Bengaluru,4-6 Yrs,Full-time,,"Hadoop,Mapreduce,ETL,SQL,Data analysis,Data",naukri
Data Analyst,Data Science,9000.0,Bengaluru,3-6 Yrs,Full-time,,"Excel,Power Bi,Advanced Excel,Tableau,SQL,Data,Bi,Data analysis",naukri
Data Analyst- Bangalore,Data Science,,Bengaluru,2-4 Yrs,Full-time,,"Google Analytics,E commerce,Data Analytics,Ab Testing,Adobe Analytics,Data,Analytics,E-commerce",naukri
Data Analyst,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Data analysis,metadata,tableau,Excel,Data Analyst,Management,SQL,Data",naukri
PhD Bioplastics ( Scientist role ),Data Science,,Bengaluru,0-5 Yrs,Full-time,,"Bioplastics,material formulation,project management,research,material science,Project,Materials,Management",naukri
PhD Biomaterial (Scientist ),Data Science,,Bengaluru,0-5 Yrs,Full-time,,"biomaterials,production,manufacturing,material science,Materials,Science",naukri
Cellulose Scientist,Data Science,,Bengaluru,0-5 Yrs,Full-time,,"cellulose science,additive manufacturing,material formulations,food packaging,Cellulose Scientist,Materials,Food Packing,Additives",naukri
Cellulose Scientist,Data Science,,Bengaluru,0-5 Yrs,Full-time,,"cellulose science,material formulations,additive manufacturing,food packaging,production,Cellulose Scientist,material science,Packaging",naukri
Materials Scientist Fiber & Bio-materials (PhD preferred),Data Science,,Bengaluru,0-5 Yrs,Full-time,,"materials scientist,fiber,Bio-materials,packaging applications,manufacturing,Application,Materials,Packaging",naukri
S&C Global Network - AI - Hi Tech - Data Science Asso. Manager,Data Science,,Bengaluru,7-11 Yrs,Full-time,,"microsoft azure,data science,gcp,computer vision,aws,flooring,neural networks,shuttering",naukri
S&C Global Network - AI - Hi Tech - Data Science Manager,Data Science,,"Bengaluru, Hyderabad, Kolkata",10-12 Yrs,Full-time,,"erp,python,natural language processing,plm,crm,flooring,neural networks,microsoft azure",naukri
Data Science Instructional Designer,Data Science,,"Bengaluru, Mumbai (All Areas)",4-9 Yrs,Full-time,,"Data Science,Content Development,Content Designing,Data Analysis,Python,Design,Content,Analysis",naukri
Data Architect,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",12-18 Yrs,Full-time,,"Computer science,data security,Machine learning,data governance,Apache,Stakeholder management,Analytics,SQL",naukri
Data Modeler,Data Science,,"Hybrid - Chennai, Pune, Bengaluru",8-13 Yrs,Full-time,,"Data Engineering,SCM domain,Erwin,Data Modeller,Data Warehouse,Data Analytic,ER/Studio,Physical Modelling",naukri
Machine Learning with Azure and Data bricks,Data Science,,"Hybrid - Pune, Bengaluru, Gurgaon",5-7 Yrs,Full-time,,"Data bricks,Machine Learning,python,Natural Language Processing,AI,Scikit-learn,Tableau,R Shiny",naukri
Data Engineer (Lead/Senior/Middle Level),Data Science,,Ahmedabad,5-8 Yrs,Full-time,,"Backend,Analytical,Billing,Data processing,Data quality,Troubleshooting,Continuous improvement,Operations",naukri
Data Engineer (Lead/Senior/Middle Level),Data Science,,Pune,5-8 Yrs,Full-time,,"Backend,Analytical,Billing,Data processing,Data quality,Troubleshooting,Continuous improvement,Operations",naukri
Data Engineer (Lead/Senior/Middle Level),Data Science,,Hyderabad,5-8 Yrs,Full-time,,"Backend,Analytical,Billing,Data processing,Data quality,Troubleshooting,Continuous improvement,Operations",naukri
Data Engineer (Lead/Senior/Middle Level),Data Science,,Chennai,5-8 Yrs,Full-time,,"Backend,Analytical,Billing,Data processing,Data quality,Troubleshooting,Continuous improvement,Operations",naukri
Data Engineer (Lead/Senior/Middle Level),Data Science,,Kolkata,5-8 Yrs,Full-time,,"Backend,Analytical,Billing,Data processing,Data quality,Troubleshooting,Continuous improvement,Operations",naukri
Data Engineer (Lead/Senior/Middle Level),Data Science,,Mumbai,5-8 Yrs,Full-time,,"Backend,Analytical,Billing,Data processing,Data quality,Troubleshooting,Continuous improvement,Operations",naukri
Data Engineer (Lead/Senior/Middle Level),Data Science,,Delhi,5-8 Yrs,Full-time,,"Backend,Analytical,Billing,Data processing,Data quality,Troubleshooting,Continuous improvement,Operations",naukri
S&C Global Network - AI - CG&S - Viz Consultant Data Science,Data Science,,Gurgaon,3-7 Yrs,Full-time,,"bi,tableau,data integration tools,data visualization,interaction design,advanced analytics,spotfire,power bi",naukri
Business Management System - Data Product Owner,Data Science,,Bengaluru,10-15 Yrs,Full-time,,"Data analysis,Service level,Data management,Data modeling,Agile,Data quality,Data mining,Information technology",naukri
Senior/Lead Data Engineer - AWS Glue,Data Science,,Gurgaon,4-8 Yrs,Full-time,,"Automation,Data management,Analytical,Healthcare,Data quality,Information technology,Counselling,SQL",naukri
Data Science Consultant-2,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"Supply chain,Operations research,data science,Consultant 2,Analytical,Data collection,Data mining,Forecasting",naukri
Big Data Architect,Data Science,,Bengaluru,10-11 Yrs,Full-time,,"Bidding,orchestration,Machine learning,SCALA,Data structures,Workflow,Data processing,Adobe",naukri
Manager - Data Science,Data Science,,Bengaluru,9-14 Yrs,Full-time,,"Statistical programming,Data analysis,Data management,Analytical,Machine learning,Agile,Open source,Forecasting",naukri
MACHINE LEARNING / DATA SCIENCE TRAINER,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"Training,deep learning,tableau,data science,Coding,Analytical,Machine learning,Subject Matter Expert",naukri
S&C Global Network - AI - Resources -  Assoc Director Data Science,Data Science,,Bengaluru,15-19 Yrs,Full-time,,"python,data warehousing,machine learning,test design,sql,data science,scala,chemical",naukri
Sr. Data Engineer,Data Science,,Mumbai,5-10 Yrs,Full-time,,"data analytics,big data technologies,data engineering,sql,gcp,hive,cloud sql,python",naukri
Celonis Process Mining Data Consultant,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"SQL,production support,data extraction,data modeling,sap ecc,process mining,ptp,process modeling",naukri
S&C Global Network - AI - Life Sciences -Data Science Consultant,Data Science,,Bengaluru,4-9 Yrs,Full-time,,"microsoft azure,sql,spark,life sciences,aws,python,hypothesis testing,spotfire",naukri
AFC Data Management and Governance,Data Science,,Hybrid - Bengaluru,6-11 Yrs,Full-time,,"Data Management,Data Lineage,Data Analysis,Data Engineer,Metadata,Data Governance,Python,SQL",naukri
S&C Global Network - AI - Life Sciences -Data Science Consultant,Data Science,,"Mumbai, Bengaluru, Gurgaon",4-8 Yrs,Full-time,,"python,spotfire,power bi,qlikview,r,hypothesis testing,time series,machine learning",naukri
Data Modeler,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"aws iam,information technology,data engineering,data modeling,aws,glue,amazon redshift,data warehousing",naukri
Data Modeler,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"presentation skills,data engineering,data architecture principles,data modeling,requirement analysis,cloud ppm,data analytics,dimensional modeling",naukri
S&C Global Network - AI - Life Sciences -Data Science Consultant,Data Science,,"Mumbai, Bengaluru, Gurgaon",4-9 Yrs,Full-time,,"microsoft azure,qlikview,marketing,life sciences,aws,python,hypothesis testing,spotfire",naukri
Looking For Head of Data Governance,Data Science,,Hybrid - Gurgaon,20-26 Yrs,Full-time,,"Risk & Compliance,ndmo,Data Architecture,Data Governance,DAMA,Informatica Cloud,collibra,Data Protection",naukri
Senior Data Engineer,Data Science,,Hyderabad,6-10 Yrs,Full-time,,"Data Engineering,quality assurance,data flow Management,Snowflake,Data Flow,Flow,Management,Quality",naukri
Senior Data engineer,Data Science,,Gurgaon,3-5 Yrs,Full-time,,"Data engineering,Scala,Azure Databricks,data integration,Python,Senior,Data,Integration",naukri
Big Data Developer,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"hive,cloudera,big data administration,data,business requirements,scala,big data technologies,data architecture",naukri
Data Modeller,Data Science,,"Hybrid - Pune, Bengaluru, Gurgaon",8-12 Yrs,Full-time,,"Data Modeller,Data Engineering,Lakehouse,Enterprise Architect,Data Analytic,Data Lake,ER/Studio,SQLDBM",naukri
Spark Scala Data Engg_5+ Years,Data Science,,"Hybrid - Pune, Bengaluru, Hyderabad",6-11 Yrs,Full-time,,"SCALA,Spark,Python,Spark Core,Hive,RDDs,Spark SQL,HDFC",naukri
Data Architect,Data Science,,Bengaluru,1-4 Yrs,Full-time,,"Automation,GIT,orchestration,Social media,Debugging,Software development life cycle,Monitoring,Downstream",naukri
Sr. Data Engineering Consultant,Data Science,,Hyderabad,6-8 Yrs,Full-time,,"Data Engineering,Azure,STRIIM,Snowflake,CI/CD,SSIS,AWS,SQL",naukri
IN-Manager_Big Data Engineer_Data and Analytics_Advisory_Bengaluru,Data Science,,Bengaluru,3-7 Yrs,Full-time,,",git,azure cloud serviceshbase,hadoop,sql,Data,Azure Cloud,Cloud",naukri
IN-Manager_Big Data Engineer_Data and Analytics_Advisory_Bengaluru,Data Science,,Bengaluru,3-7 Yrs,Full-time,,",hadoop,azure cloud servicesbig data,hbase,sql,Cloud,Azure Cloud,Microsoft Azure",naukri
SRE Big Data (OnPrem),Data Science,,Bengaluru,4-7 Yrs,Full-time,,"linux system administration,,networking concepts,operating systems,troubleshooting,cpu,networking,shell scripting",naukri
Sr Data Engineer / Lead Data Engineer,Data Science,,Ahmedabad,4-6 Yrs,Full-time,,"Azure Data Factory,Java,Unit Testing,Data Pipeline,Sql Server,Data Engineer,Olap,Data Warehousing",naukri
Senior Data Engineer/Lead Backend Data,Data Science,,Remote,6-9 Yrs,Full-time,,"Backend,tableau,devops,Hadoop,Agile,Management,big data,Monitoring",naukri
Senior Data Engineer- Tech Lead,Data Science,,Remote,9-11 Yrs,Full-time,,"Performance tuning,Data analysis,Version control,GIT,Analytical,Agile,Workflow,Predictive modeling",naukri
"Data Specialist, LCS",Data Science,,Bengaluru,2-5 Yrs,Full-time,,"Data analysis,Automation,Process improvement,Analytical,Data processing,Risk management,Adobe,Operations",naukri
SRE - Big Data (OnPrem),Data Science,,Bengaluru,5-10 Yrs,Full-time,,"Unix,Automation,MySQL,Shell scripting,Perl,Business intelligence,Troubleshooting,Open source",naukri
Data Architect,Data Science,,Bengaluru,6-9 Yrs,Full-time,,"Automation,French,Analytical,Machine learning,Data processing,Analytics,Electricals,Python",naukri
Advanced Data Analytics - Risk Model Developer,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Data analysis,Automation,SAS,Risk analytics,Bfsi,Analytical,Risk management,Financial services",naukri
Data Modeler-Azure,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"azure databricks,python,sql azure,big data technologies,data warehousing,azure devops,Devops,Warehouse",naukri
Senior Lead Engineer - Investment Data Platform,Data Science,,Mumbai,10-20 Yrs,Full-time,,"Javascript,Agile,Asset management,Customer service,Unit testing,Information technology,SDLC,Analytics",naukri
Associate_Azure Cloud Data Engineer_OneCloud,Data Science,,Bengaluru,2-4 Yrs,Full-time,,"Product management,Team management,Version control,Performance management,GCP,Analytical,Troubleshooting,Project delivery",naukri
Solution Architect: Data Platforms,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"pyspark,design patterns,data ingestion,big data,azure cloud,hive,cloudera,kubernetes",naukri
Cloud Data Architect,Data Science,,Bengaluru,6-8 Yrs,Full-time,,"IT services,data services,Consulting,Technical leadership,Programming,Oracle ADF,Management,AWS",naukri
Senior AWS Support/Analytics Engineer,Data Science,,Bengaluru,0-3 Yrs,Full-time,,"Unix,Backend,Data analysis,Automation,Social media,Windows,Troubleshooting,Analytics",naukri
Azure Data Engineer,Data Science,,"Hyderabad, Hyderbad",3-8 Yrs,Full-time,,"Azure,ADF,Azure services,PYTHON,SQL,Azure Cosmos DB,Docker,Azure Data",naukri
Azure Data Engineer,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Azure Databricks,Hadoop,Big Data,Kafka,SQL,HBase,Azure Data Factory,Azure Cosmos DB",naukri
Lead - Data Engineering,Data Science,,"Chennai, Bengaluru",5-8 Yrs,Full-time,,"Data Engineering,S3,RDS,JAVA,EC2,AWS IAM,cloud platforms,JSON",naukri
Data Engineering Lead/Architect,Data Science,33000.0,Remote,8-13 Yrs,Full-time,,"Python,Pyspark,Data Engineering,Cloud Platform,Data Architecture,Al,Engineering,Data",naukri
Data Engineering Lead - AWS Glue & PySpark Specialist,Data Science,,Bengaluru,5-7 Yrs,Full-time,,"Performance tuning,Automation,Business analytics,Cloud,Data processing,Apache,AWS,Analytics",naukri
Data Engineering Tech Lead- GCP,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",8-13 Yrs,Full-time,,"Performance tuning,Cloud computing,Data analysis,Data modeling,Agile,Troubleshooting,JIRA,Monitoring",naukri
Python Data Engineer,Data Science,,Chennai,4-9 Yrs,Full-time,,"Data Engineering,python,scala,pyspark,EMR,Hive,data modeling,Glue",naukri
Python Data Engineer,Data Science,,Hyderabad,4-9 Yrs,Full-time,,"Python,Hive,data modeling,Glue,shell scrpiting,scala,spark,pyspark",naukri
Python Data Engineer,Data Science,,Delhi NCR,4-9 Yrs,Full-time,,"Python,relational database management,Data Engineering,Data Management,AI Platforms,ETL,Python Data,Management",naukri
Python Data Engineer | MNC Client | Work from office,Data Science,,Mumbai,4-9 Yrs,Full-time,,"Python,relational database management,Data Engineering,Data Management,AI Platforms,ETL,Management,Relational Database Management System",naukri
Project Data Engineer,Data Science,,Hyderabad,3-7 Yrs,Full-time,,"primavera,cctv,construction,project engineering,project estimation,site execution,project management,p6",naukri
AWS Data Engineer,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"Data Engineering,Airflow,Big Query,REST,GCP,GitHub,GraphQL,CI/CD",naukri
GCP Data Engineer,Data Science,,Bengaluru,6-11 Yrs,Full-time,,"Python,Big Query,Java,GCP,GitHub,GraphQL,JavaScript,Kafka",naukri
Technology Lead - Data Engineering,Data Science,,Bengaluru,6-8 Yrs,Full-time,,"Escalation management,Data modeling,data security,data governance,Data processing,Data quality,big data,SQL",naukri
Lead Data engineer,Data Science,,"Bengaluru, Hyderabad",15-19 Yrs,Full-time,,"Azure Databricks,Spark,Python,SQL,C#,Pyspark,NoSQL,Kafka",naukri
Data Engineering- neha.mandal@mounttalent.com,Data Science,,Delhi NCR,5-10 Yrs,Full-time,,"Data Engineering,Pyspark,Datafactory,Data Pipeline,Azure Data Lake,Data Lake,Data Bricks,Engineering",naukri
Data Engineering- neha.mandal@mounttalent.com,Data Science,,Pune,5-10 Yrs,Full-time,,"Data Engineering,Pyspark,Datafactory,Data Pipeline,Azure Data Lake,Data Lake,Data Bricks,Bricks",naukri
Data Engineering- neha.mandal@mounttalent.com,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"Data Engineering,Pyspark,Datafactory,Data Pipeline,Azure Data Lake,Data Lake,Data Bricks,Engineering",naukri
Lead Data Engineer,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"GCP,spark,Shaping,Infra Lead,AWS,SQL,Python,Data architecture",naukri
Data Engineering Lead Consultant,Data Science,,Bengaluru,7-10 Yrs,Full-time,,"data services,SCALA,Cloud,Apache,big data,AWS,Engineering Lead,SQL",naukri
Azure Data Engineer & lead,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"Azure,MS SQL,Data Warehouse,Azure data engineer,Data Modeling,SQL,Data Integration,Microsoft",naukri
GCP Data Engineer,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"data architecture,data science,gcp,etl,data integration,hive,python,airflow",naukri
Data Engineer,Data Science,15000.0,"Chennai, Pune, Bengaluru",5-10 Yrs,Full-time,,"python,CICD,Pyspark,Data Engineer Azure,Data,Microsoft Azure,Data Engineering,CI/Cd",naukri
Lead Data Engineer,Data Science,,Remote,5-10 Yrs,Full-time,,"Data Bricks,Azure Databricks,Data,Bricks,Microsoft Azure,Data Engineering",naukri
Lead Data Engineer,Data Science,,Gurgaon,8-13 Yrs,Full-time,,"continuous integration,MS SQL,Linux,Aviation,Agile,Windows,Oracle,Teradata",naukri
Data Integration Engineer Azure- Lead Consultant,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",4-8 Yrs,Full-time,,"Computer science,Data analysis,Manager Quality Assurance,Architecture,Coding,power bi,Data processing,SQL",naukri
GCP Big Data Engineer - Lead Consultant,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",4-9 Yrs,Full-time,,"Performance tuning,Cloud computing,Data analysis,query optimization,Data processing,Apache,Troubleshooting,Monitoring",naukri
